날짜,가임암소 수,도축 수,암송아지가격,숫송아지가격,소비자 심리지수,물가 총지수,물가 농축수산물지수,도체 중량,생산량,출생두수,사육비,도매 가격,소비자 가격
20170412,681899,60033,2107.666667,2660.666667,101.2,102.72,108.39,415.9278966,239,127743,7671892,17882,82453
20170413,681899,60033,2082,2688,101.2,102.72,108.39,415.9278966,239,127743,7671892,17163,82453
20170414,681899,60033,2127,2585,101.2,102.72,108.39,415.9278966,239,127743,7671892,16193,82894
20170417,681899,60033,2217,2597,101.2,102.72,108.39,415.9278966,239,127743,7671892,17808,82758
20170418,681899,60033,2173.333333,2596,101.2,102.72,108.39,415.9278966,239,127743,7671892,17999,82758
20170419,681899,60033,2129.666667,2595,101.2,102.72,108.39,415.9278966,239,127743,7671892,17732,79491
20170420,681899,60033,2086,2594,101.2,102.72,108.39,415.9278966,239,127743,7671892,17313,78397
20170421,681899,60033,2098,2591,101.2,102.72,108.39,415.9278966,239,127743,7671892,16251,78997
20170424,681899,60033,2186,2643,101.2,102.72,108.39,415.9278966,239,127743,7671892,17742,78997
20170425,681899,60033,2186,2643,101.2,102.72,108.39,415.9278966,239,127743,7671892,17712,79838
20170426,681899,60033,2186,2643,101.2,102.72,108.39,415.9278966,239,127743,7671892,17481,80275
20170427,681899,60033,2186,2643,101.2,102.72,108.39,415.9278966,239,127743,7671892,16986,78953
20170428,681899,60033,2190,2689,101.2,102.72,108.39,415.9278966,239,127743,7671892,13782,79395
20170502,681899,54134,2180.333333,2690,108,102.83,108.39,413.4674826,239,119085,7671892,17542,79395
20170504,681899,54134,2170.666667,2691,108,102.83,108.39,413.4674826,239,119085,7671892,17631,80250
20170508,681899,54134,2161,2692,108,102.83,108.39,413.4674826,239,119085,7671892,17507,80094
20170510,681899,54134,2186,2715.5,108,102.83,108.39,413.4674826,239,119085,7671892,15628,80144
20170511,681899,54134,2211,2739,108,102.83,108.39,413.4674826,239,119085,7671892,18137,79811
20170512,681899,54134,2119,2718,108,102.83,108.39,413.4674826,239,119085,7671892,18032,80144
20170515,681899,54134,2286,2793,108,102.83,108.39,413.4674826,239,119085,7671892,18465,79666
20170516,681899,54134,2217,2752.333333,108,102.83,108.39,413.4674826,239,119085,7671892,18403,79758
20170517,681899,54134,2148,2711.666667,108,102.83,108.39,413.4674826,239,119085,7671892,17035,79666
20170518,681899,54134,2079,2671,108,102.83,108.39,413.4674826,239,119085,7671892,18067,79666
20170519,681899,54134,2079,2671,108,102.83,108.39,413.4674826,239,119085,7671892,18349,79814
20170522,681899,54134,2223,2718,108,102.83,108.39,413.4674826,239,119085,7671892,18293,80982
20170523,681899,54134,2218.25,2743.5,108,102.83,108.39,413.4674826,239,119085,7671892,17897,81453
20170524,681899,54134,2213.5,2769,108,102.83,108.39,413.4674826,239,119085,7671892,17058,81074
20170525,681899,54134,2208.75,2794.5,108,102.83,108.39,413.4674826,239,119085,7671892,18417,81074
20170526,681899,54134,2204,2820,108,102.83,108.39,413.4674826,239,119085,7671892,18176,81074
20170529,681899,54134,2349,2827,108,102.83,108.39,413.4674826,239,119085,7671892,18462,78797
20170530,681899,54134,2328.333333,2857,108,102.83,108.39,413.4674826,239,119085,7671892,18367,79558
20170531,681899,54134,2307.666667,2887,108,102.83,108.39,413.4674826,239,119085,7671892,16579,80240
20170601,681899,52050,2287,2917,110.8,102.61,106.47,412.0485134,239,94598,7671892,18525,79770
20170602,681899,52050,2287,2917,110.8,102.61,106.47,412.0485134,239,94598,7671892,18281,81184
20170605,681899,52050,2316,2926.333333,110.8,102.61,106.47,412.0485134,239,94598,7671892,17763,81184
20170607,681899,52050,2345,2935.666667,110.8,102.61,106.47,412.0485134,239,94598,7671892,13709,81284
20170608,681899,52050,2374,2945,110.8,102.61,106.47,412.0485134,239,94598,7671892,18299,81284
20170609,681899,52050,2356,2898,110.8,102.61,106.47,412.0485134,239,94598,7671892,15379,81284
20170612,681899,52050,2455,2964,110.8,102.61,106.47,412.0485134,239,94598,7671892,18438,78929
20170613,681899,52050,2446,2974.333333,110.8,102.61,106.47,412.0485134,239,94598,7671892,18323,78929
20170614,681899,52050,2437,2984.666667,110.8,102.61,106.47,412.0485134,239,94598,7671892,17954,79356
20170615,681899,52050,2428,2995,110.8,102.61,106.47,412.0485134,239,94598,7671892,18522,79356
20170616,681899,52050,2413,2991,110.8,102.61,106.47,412.0485134,239,94598,7671892,18331,79356
20170619,681899,52050,2426.25,2993.75,110.8,102.61,106.47,412.0485134,239,94598,7671892,18178,80040
20170620,681899,52050,2439.5,2996.5,110.8,102.61,106.47,412.0485134,239,94598,7671892,17996,79771
20170621,681899,52050,2452.75,2999.25,110.8,102.61,106.47,412.0485134,239,94598,7671892,17718,78386
20170622,681899,52050,2466,3002,110.8,102.61,106.47,412.0485134,239,94598,7671892,18161,78386
20170623,681899,52050,3070,2398,110.8,102.61,106.47,412.0485134,239,94598,7671892,17787,77824
20170626,681899,52050,2555,3104,110.8,102.61,106.47,412.0485134,239,94598,7671892,17613,77386
20170627,681899,52050,2555,3104,110.8,102.61,106.47,412.0485134,239,94598,7671892,16980,78869
20170628,681899,52050,2555,3104,110.8,102.61,106.47,412.0485134,239,94598,7671892,16090,79522
20170629,681899,52050,2555,3104,110.8,102.61,106.47,412.0485134,239,94598,7671892,17857,80116
20170630,681899,52050,2532,3088,110.8,102.61,106.47,412.0485134,239,94598,7671892,17713,81008
20170703,711841,51711,2556,3145,110.9,102.78,106.89,409.3157372,239,72369,7671892,17864,83200
20170704,711841,51711,2556,3122.333333,110.9,102.78,106.89,409.3157372,239,72369,7671892,18111,82950
20170705,711841,51711,2556,3099.666667,110.9,102.78,106.89,409.3157372,239,72369,7671892,16503,82749
20170706,711841,51711,2556,3077,110.9,102.78,106.89,409.3157372,239,72369,7671892,18001,83006
20170707,711841,51711,2575,3081,110.9,102.78,106.89,409.3157372,239,72369,7671892,17557,83006
20170710,711841,51711,2573,3118,110.9,102.78,106.89,409.3157372,239,72369,7671892,17350,79861
20170711,711841,51711,2571,3136.666667,110.9,102.78,106.89,409.3157372,239,72369,7671892,17041,79278
20170712,711841,51711,2569,3155.333333,110.9,102.78,106.89,409.3157372,239,72369,7671892,15791,79000
20170713,711841,51711,2567,3174,110.9,102.78,106.89,409.3157372,239,72369,7671892,17474,79278
20170714,711841,51711,2597,3095,110.9,102.78,106.89,409.3157372,239,72369,7671892,17128,79000
20170717,711841,51711,2687,3198,110.9,102.78,106.89,409.3157372,239,72369,7671892,17272,80886
20170718,711841,51711,2676,3197.333333,110.9,102.78,106.89,409.3157372,239,72369,7671892,17044,80686
20170719,711841,51711,2665,3196.666667,110.9,102.78,106.89,409.3157372,239,72369,7671892,15603,81029
20170720,711841,51711,2654,3196,110.9,102.78,106.89,409.3157372,239,72369,7671892,17488,81029
20170721,711841,51711,2661,3045,110.9,102.78,106.89,409.3157372,239,72369,7671892,17315,80571
20170724,711841,51711,2796,3160,110.9,102.78,106.89,409.3157372,239,72369,7671892,17542,78364
20170725,711841,51711,2759.333333,3164.333333,110.9,102.78,106.89,409.3157372,239,72369,7671892,17240,78278
20170726,711841,51711,2722.666667,3168.666667,110.9,102.78,106.89,409.3157372,239,72369,7671892,13895,79848
20170727,711841,51711,2686,3173,110.9,102.78,106.89,409.3157372,239,72369,7671892,17608,78971
20170728,711841,51711,2760,3164,110.9,102.78,106.89,409.3157372,239,72369,7671892,17908,79400
20170731,711841,51711,2809,3388,110.9,102.78,106.89,409.3157372,239,72369,7671892,18593,79647
20170801,711841,64897,2761.333333,3333.333333,109.6,103.37,112.9,409.0739301,239,62746,7671892,17544,79353
20170802,711841,64897,2713.666667,3278.666667,109.6,103.37,112.9,409.0739301,239,62746,7671892,17034,79606
20170803,711841,64897,2666,3224,109.6,103.37,112.9,409.0739301,239,62746,7671892,18388,79156
20170804,711841,64897,2705,3274,109.6,103.37,112.9,409.0739301,239,62746,7671892,18141,78806
20170807,711841,64897,2667,3207,109.6,103.37,112.9,409.0739301,239,62746,7671892,18113,79485
20170808,711841,64897,2664.333333,3225,109.6,103.37,112.9,409.0739301,239,62746,7671892,18001,78826
20170809,711841,64897,2661.666667,3243,109.6,103.37,112.9,409.0739301,239,62746,7671892,17309,78577
20170810,711841,64897,2659,3261,109.6,103.37,112.9,409.0739301,239,62746,7671892,18208,78577
20170811,711841,64897,2649,3244,109.6,103.37,112.9,409.0739301,239,62746,7671892,18419,77997
20170814,711841,64897,2647,3242.666667,109.6,103.37,112.9,409.0739301,239,62746,7671892,17669,78608
20170816,711841,64897,2645,3241.333333,109.6,103.37,112.9,409.0739301,239,62746,7671892,16581,79340
20170817,711841,64897,2643,3240,109.6,103.37,112.9,409.0739301,239,62746,7671892,18359,79026
20170818,711841,64897,2684,3167,109.6,103.37,112.9,409.0739301,239,62746,7671892,18230,78847
20170821,711841,64897,2532,3114,109.6,103.37,112.9,409.0739301,239,62746,7671892,17983,79985
20170822,711841,64897,2571.666667,3160,109.6,103.37,112.9,409.0739301,239,62746,7671892,17510,80691
20170823,711841,64897,2611.333333,3206,109.6,103.37,112.9,409.0739301,239,62746,7671892,17750,81597
20170824,711841,64897,2651,3252,109.6,103.37,112.9,409.0739301,239,62746,7671892,18054,81597
20170825,711841,64897,2691,3267,109.6,103.37,112.9,409.0739301,239,62746,7671892,18195,81556
20170828,711841,64897,2682,3242,109.6,103.37,112.9,409.0739301,239,62746,7671892,17891,81059
20170829,711841,64897,2694.666667,3306,109.6,103.37,112.9,409.0739301,239,62746,7671892,17374,80623
20170830,711841,64897,2707.333333,3370,109.6,103.37,112.9,409.0739301,239,62746,7671892,17476,81558
20170831,711841,64897,2720,3434,109.6,103.37,112.9,409.0739301,239,62746,7671892,18326,81687
20170901,711841,98998,2716,3399,107.4,103.49,115.06,407.586349,239,48665,7671892,18428,81742
20170904,711841,98998,2798,3264,107.4,103.49,115.06,407.586349,239,48665,7671892,18312,80381
20170905,711841,98998,2786.333333,3312.666667,107.4,103.49,115.06,407.586349,239,48665,7671892,18089,80090
20170906,711841,98998,2774.666667,3361.333333,107.4,103.49,115.06,407.586349,239,48665,7671892,17651,81082
20170907,711841,98998,2763,3410,107.4,103.49,115.06,407.586349,239,48665,7671892,18825,81280
20170908,711841,98998,2784,3374,107.4,103.49,115.06,407.586349,239,48665,7671892,18846,80788
20170911,711841,98998,2763,3499,107.4,103.49,115.06,407.586349,239,48665,7671892,18782,82994
20170912,711841,98998,2758,3472.666667,107.4,103.49,115.06,407.586349,239,48665,7671892,18393,82994
20170913,711841,98998,2753,3446.333333,107.4,103.49,115.06,407.586349,239,48665,7671892,17990,83347
20170914,711841,98998,2748,3420,107.4,103.49,115.06,407.586349,239,48665,7671892,18314,83388
20170915,711841,98998,2736,3484,107.4,103.49,115.06,407.586349,239,48665,7671892,18116,82894
20170918,711841,98998,2781,3450,107.4,103.49,115.06,407.586349,239,48665,7671892,17276,80019
20170919,711841,98998,2739.666667,3422,107.4,103.49,115.06,407.586349,239,48665,7671892,16567,81139
20170920,711841,98998,2698.333333,3394,107.4,103.49,115.06,407.586349,239,48665,7671892,17726,82925
20170921,711841,98998,2657,3366,107.4,103.49,115.06,407.586349,239,48665,7671892,18146,82925
20170922,711841,98998,2665,3433,107.4,103.49,115.06,407.586349,239,48665,7671892,18553,82925
20170925,711841,98998,2668.375,3423.5,107.4,103.49,115.06,407.586349,239,48665,7671892,18808,84800
20170926,711841,98998,2671.75,3414,107.4,103.49,115.06,407.586349,239,48665,7671892,18555,84794
20170927,711841,98998,2675.125,3404.5,107.4,103.49,115.06,407.586349,239,48665,7671892,17680,85400
20170928,711841,98998,2678.5,3395,107.4,103.49,115.06,407.586349,239,48665,7671892,18678,85316
20170929,711841,98998,2681.875,3385.5,107.4,103.49,115.06,407.586349,239,48665,7671892,18400,84994
20171010,633594,45406,2685.25,3376,108.9,103.39,110,414.6894587,239,47371,7671892,18252,83694
20171011,633594,45406,2688.625,3366.5,108.9,103.39,110,414.6894587,239,47371,7671892,16929,83569
20171012,633594,45406,2692,3357,108.9,103.39,110,414.6894587,239,47371,7671892,18096,83569
20171013,633594,45406,2597,3299,108.9,103.39,110,414.6894587,239,47371,7671892,18290,82950
20171016,633594,45406,2754,3359,108.9,103.39,110,414.6894587,239,47371,7671892,17494,84293
20171017,633594,45406,2723,3348,108.9,103.39,110,414.6894587,239,47371,7671892,17192,84583
20171018,633594,45406,2692,3337,108.9,103.39,110,414.6894587,239,47371,7671892,16269,85887
20171019,633594,45406,2661,3326,108.9,103.39,110,414.6894587,239,47371,7671892,17661,85887
20171020,633594,45406,2664,3318,108.9,103.39,110,414.6894587,239,47371,7671892,17277,86250
20171023,633594,45406,2576,3287,108.9,103.39,110,414.6894587,239,47371,7671892,17095,85118
20171024,633594,45406,2606.666667,3279,108.9,103.39,110,414.6894587,239,47371,7671892,17072,85118
20171025,633594,45406,2637.333333,3271,108.9,103.39,110,414.6894587,239,47371,7671892,16080,85270
20171026,633594,45406,2668,3263,108.9,103.39,110,414.6894587,239,47371,7671892,17484,85270
20171027,633594,45406,2652,3265,108.9,103.39,110,414.6894587,239,47371,7671892,17568,84444
20171030,633594,45406,2594,3123,108.9,103.39,110,414.6894587,239,47371,7671892,17878,83367
20171031,633594,45406,2587.666667,3045.666667,108.9,103.39,110,414.6894587,239,47371,7671892,17779,83562
20171101,633594,57631,2581.333333,2968.333333,112,102.62,104.79,415.6614651,239,40354,7671892,17588,84911
20171102,633594,57631,2575,2891,112,102.62,104.79,415.6614651,239,40354,7671892,18242,85397
20171103,633594,57631,2532,3029,112,102.62,104.79,415.6614651,239,40354,7671892,18013,85525
20171106,633594,57631,2437,2865,112,102.62,104.79,415.6614651,239,40354,7671892,17927,83688
20171107,633594,57631,2425.666667,2869.333333,112,102.62,104.79,415.6614651,239,40354,7671892,17714,82870
20171108,633594,57631,2414.333333,2873.666667,112,102.62,104.79,415.6614651,239,40354,7671892,16533,83609
20171109,633594,57631,2403,2878,112,102.62,104.79,415.6614651,239,40354,7671892,17802,83264
20171110,633594,57631,2458,3017,112,102.62,104.79,415.6614651,239,40354,7671892,17508,83264
20171113,633594,57631,2538,3216,112,102.62,104.79,415.6614651,239,40354,7671892,17189,80341
20171114,633594,57631,2558.333333,3247.333333,112,102.62,104.79,415.6614651,239,40354,7671892,17006,80429
20171115,633594,57631,2578.666667,3278.666667,112,102.62,104.79,415.6614651,239,40354,7671892,16624,80018
20171116,633594,57631,2599,3310,112,102.62,104.79,415.6614651,239,40354,7671892,17509,81106
20171117,633594,57631,2566,3324,112,102.62,104.79,415.6614651,239,40354,7671892,17490,80739
20171120,633594,57631,2594,3196,112,102.62,104.79,415.6614651,239,40354,7671892,17466,85154
20171121,633594,57631,2569,3185.333333,112,102.62,104.79,415.6614651,239,40354,7671892,17036,85439
20171122,633594,57631,2544,3174.666667,112,102.62,104.79,415.6614651,239,40354,7671892,14222,85166
20171123,633594,57631,2519,3164,112,102.62,104.79,415.6614651,239,40354,7671892,17693,85166
20171124,633594,57631,2652,3193,112,102.62,104.79,415.6614651,239,40354,7671892,17623,87651
20171127,633594,57631,2460,3176,112,102.62,104.79,415.6614651,239,40354,7671892,17778,87582
20171128,633594,57631,2460,3174.666667,112,102.62,104.79,415.6614651,239,40354,7671892,17600,87582
20171129,633594,57631,2460,3173.333333,112,102.62,104.79,415.6614651,239,40354,7671892,16585,87763
20171130,633594,57631,2460,3172,112,102.62,104.79,415.6614651,239,40354,7671892,18034,88191
20171201,633594,61042,2505,3131,110.6,102.99,107.28,419.8407514,239,44277,7671892,17859,88191
20171204,633594,61042,2531,3025,110.6,102.99,107.28,419.8407514,239,44277,7671892,17848,84915
20171205,633594,61042,2508.666667,3039.666667,110.6,102.99,107.28,419.8407514,239,44277,7671892,17436,84915
20171206,633594,61042,2486.333333,3054.333333,110.6,102.99,107.28,419.8407514,239,44277,7671892,16589,85072
20171207,633594,61042,2464,3069,110.6,102.99,107.28,419.8407514,239,44277,7671892,17881,85072
20171208,633594,61042,2477,3254,110.6,102.99,107.28,419.8407514,239,44277,7671892,17687,85072
20171211,633594,61042,2520,3020,110.6,102.99,107.28,419.8407514,239,44277,7671892,17332,83356
20171212,633594,61042,2509.333333,3039.333333,110.6,102.99,107.28,419.8407514,239,44277,7671892,16972,82944
20171213,633594,61042,2498.666667,3058.666667,110.6,102.99,107.28,419.8407514,239,44277,7671892,15751,82944
20171214,633594,61042,2488,3078,110.6,102.99,107.28,419.8407514,239,44277,7671892,17340,81730
20171215,633594,61042,2485,3075,110.6,102.99,107.28,419.8407514,239,44277,7671892,17053,82161
20171218,633594,61042,2540,3064,110.6,102.99,107.28,419.8407514,239,44277,7671892,16854,81637
20171219,633594,61042,2565.666667,3036.666667,110.6,102.99,107.28,419.8407514,239,44277,7671892,16136,79666
20171220,633594,61042,2591.333333,3009.333333,110.6,102.99,107.28,419.8407514,239,44277,7671892,15899,79666
20171221,633594,61042,2617,2982,110.6,102.99,107.28,419.8407514,239,44277,7671892,16999,79637
20171222,633594,61042,2524,3039,110.6,102.99,107.28,419.8407514,239,44277,7671892,17296,78585
20171226,633594,61042,2541.333333,3050,110.6,102.99,107.28,419.8407514,239,44277,7671892,17239,79858
20171227,633594,61042,2558.666667,3061,110.6,102.99,107.28,419.8407514,239,44277,7671892,17020,80827
20171228,633594,61042,2576,3072,110.6,102.99,107.28,419.8407514,239,44277,7671892,18076,81074
20171229,633594,61042,2649,2918,110.6,102.99,107.28,419.8407514,239,44277,7671892,18296,78215
20180102,599832,90675,2638.333333,2990,110.7,103.42,109.72,425.1663276,236,51406,8406394,18388,78215
20180103,599832,90675,2627.666667,3062,110.7,103.42,109.72,425.1663276,236,51406,8406394,17619,78215
20180104,599832,90675,2617,3134,110.7,103.42,109.72,425.1663276,236,51406,8406394,18668,78215
20180105,599832,90675,2621,3127,110.7,103.42,109.72,425.1663276,236,51406,8406394,18743,77676
20180108,599832,90675,2627,3126,110.7,103.42,109.72,425.1663276,236,51406,8406394,18675,79882
20180109,599832,90675,2628,3151.333333,110.7,103.42,109.72,425.1663276,236,51406,8406394,18019,79735
20180110,599832,90675,2629,3176.666667,110.7,103.42,109.72,425.1663276,236,51406,8406394,17474,80061
20180111,599832,90675,2630,3202,110.7,103.42,109.72,425.1663276,236,51406,8406394,18038,80088
20180112,599832,90675,2613,3220,110.7,103.42,109.72,425.1663276,236,51406,8406394,18011,81400
20180115,599832,90675,2616,3271,110.7,103.42,109.72,425.1663276,236,51406,8406394,17939,82174
20180116,599832,90675,2629.333333,3304.666667,110.7,103.42,109.72,425.1663276,236,51406,8406394,17305,82231
20180117,599832,90675,2642.666667,3338.333333,110.7,103.42,109.72,425.1663276,236,51406,8406394,16544,82060
20180118,599832,90675,2656,3372,110.7,103.42,109.72,425.1663276,236,51406,8406394,17061,82712
20180119,599832,90675,2627,3272,110.7,103.42,109.72,425.1663276,236,51406,8406394,17002,82712
20180122,599832,90675,2610,3289,110.7,103.42,109.72,425.1663276,236,51406,8406394,16847,83091
20180123,599832,90675,2617.333333,3282.333333,110.7,103.42,109.72,425.1663276,236,51406,8406394,16412,82889
20180124,599832,90675,2624.666667,3275.666667,110.7,103.42,109.72,425.1663276,236,51406,8406394,17082,83388
20180125,599832,90675,2632,3269,110.7,103.42,109.72,425.1663276,236,51406,8406394,17883,83779
20180126,599832,90675,2623,3294,110.7,103.42,109.72,425.1663276,236,51406,8406394,18283,82194
20180129,599832,90675,2614,3276,110.7,103.42,109.72,425.1663276,236,51406,8406394,18064,79467
20180130,599832,90675,2619.666667,3283.333333,110.7,103.42,109.72,425.1663276,236,51406,8406394,17502,80015
20180131,599832,90675,2625.333333,3290.666667,110.7,103.42,109.72,425.1663276,236,51406,8406394,17502,81985
20180201,599832,54614,2631,3298,109,104.21,115.27,422.1595844,236,62018,8406394,18170,81133
20180202,599832,54614,2636,3307,109,104.21,115.27,422.1595844,236,62018,8406394,18070,79825
20180205,599832,54614,2669,3293,109,104.21,115.27,422.1595844,236,62018,8406394,17839,79075
20180206,599832,54614,2674,3280.2,109,104.21,115.27,422.1595844,236,62018,8406394,17821,79500
20180207,599832,54614,2679,3267.4,109,104.21,115.27,422.1595844,236,62018,8406394,17524,80632
20180208,599832,54614,2684,3254.6,109,104.21,115.27,422.1595844,236,62018,8406394,17468,79665
20180209,599832,54614,2689,3241.8,109,104.21,115.27,422.1595844,236,62018,8406394,16824,81057
20180212,599832,54614,2694,3229,109,104.21,115.27,422.1595844,236,62018,8406394,17269,80474
20180213,599832,54614,2667.5,3236.5,109,104.21,115.27,422.1595844,236,62018,8406394,17538,78309
20180219,599832,54614,2641,3244,109,104.21,115.27,422.1595844,236,62018,8406394,17971,79725
20180220,599832,54614,2647.666667,3230,109,104.21,115.27,422.1595844,236,62018,8406394,17414,79248
20180221,599832,54614,2654.333333,3216,109,104.21,115.27,422.1595844,236,62018,8406394,18455,77745
20180222,599832,54614,2661,3202,109,104.21,115.27,422.1595844,236,62018,8406394,18007,78685
20180223,599832,54614,2687,3210,109,104.21,115.27,422.1595844,236,62018,8406394,17918,78888
20180226,599832,54614,2772,3256,109,104.21,115.27,422.1595844,236,62018,8406394,17690,79731
20180227,599832,54614,2784.333333,3269,109,104.21,115.27,422.1595844,236,62018,8406394,15430,78418
20180228,599832,54614,2796.666667,3282,109,104.21,115.27,422.1595844,236,62018,8406394,17798,78127
20180302,599832,46795,2809,3295,108.9,104.1,111.73,419.5465264,236,113024,8406394,17744,77821
20180305,599832,46795,2811.333333,3317,108.9,104.1,111.73,419.5465264,236,113024,8406394,17762,77378
20180306,599832,46795,2813.666667,3339,108.9,104.1,111.73,419.5465264,236,113024,8406394,17386,77066
20180307,599832,46795,2816,3361,108.9,104.1,111.73,419.5465264,236,113024,8406394,17542,76848
20180308,599832,46795,2791,3374,108.9,104.1,111.73,419.5465264,236,113024,8406394,17934,76350
20180309,599832,46795,2808,3384,108.9,104.1,111.73,419.5465264,236,113024,8406394,17308,76232
20180312,599832,46795,2826,3403.333333,108.9,104.1,111.73,419.5465264,236,113024,8406394,17173,76875
20180313,599832,46795,2844,3422.666667,108.9,104.1,111.73,419.5465264,236,113024,8406394,16972,78235
20180314,599832,46795,2862,3442,108.9,104.1,111.73,419.5465264,236,113024,8406394,16277,78944
20180315,599832,46795,2865,3465,108.9,104.1,111.73,419.5465264,236,113024,8406394,17322,79221
20180316,599832,46795,2877,3475,108.9,104.1,111.73,419.5465264,236,113024,8406394,17238,79097
20180319,599832,46795,2878.666667,3472.666667,108.9,104.1,111.73,419.5465264,236,113024,8406394,17285,79126
20180320,599832,46795,2880.333333,3470.333333,108.9,104.1,111.73,419.5465264,236,113024,8406394,17255,79274
20180321,599832,46795,2882,3468,108.9,104.1,111.73,419.5465264,236,113024,8406394,17452,79120
20180322,599832,46795,2861,3461,108.9,104.1,111.73,419.5465264,236,113024,8406394,17523,79606
20180323,599832,46795,2858,3457,108.9,104.1,111.73,419.5465264,236,113024,8406394,17573,79263
20180326,599832,46795,2855.333333,3455,108.9,104.1,111.73,419.5465264,236,113024,8406394,17824,78491
20180327,599832,46795,2852.666667,3453,108.9,104.1,111.73,419.5465264,236,113024,8406394,16978,78491
20180328,599832,46795,2850,3451,108.9,104.1,111.73,419.5465264,236,113024,8406394,17079,78491
20180329,599832,46795,2846,3461,108.9,104.1,111.73,419.5465264,236,113024,8406394,17759,78220
20180330,599832,46795,2851,2472,108.9,104.1,111.73,419.5465264,236,113024,8406394,17797,78963
20180402,689913,58132,2852.666667,2819.666667,107.9,104.29,112.19,417.6301266,236,131972,8406394,18010,78891
20180403,689913,58132,2854.333333,3167.333333,107.9,104.29,112.19,417.6301266,236,131972,8406394,17736,78406
20180404,689913,58132,2856,3515,107.9,104.29,112.19,417.6301266,236,131972,8406394,17691,78949
20180405,689913,58132,2861,3526,107.9,104.29,112.19,417.6301266,236,131972,8406394,17859,78949
20180406,689913,58132,2875,3520,107.9,104.29,112.19,417.6301266,236,131972,8406394,17592,78377
20180409,689913,58132,2893.666667,3531,107.9,104.29,112.19,417.6301266,236,131972,8406394,17406,78143
20180410,689913,58132,2912.333333,3542,107.9,104.29,112.19,417.6301266,236,131972,8406394,17380,77735
20180411,689913,58132,2931,3553,107.9,104.29,112.19,417.6301266,236,131972,8406394,16825,78000
20180412,689913,58132,2937,3559,107.9,104.29,112.19,417.6301266,236,131972,8406394,17496,78944
20180413,689913,58132,2950.25,3586.25,107.9,104.29,112.19,417.6301266,236,131972,8406394,17262,78944
20180416,689913,58132,2963.5,3613.5,107.9,104.29,112.19,417.6301266,236,131972,8406394,17175,78518
20180417,689913,58132,2976.75,3640.75,107.9,104.29,112.19,417.6301266,236,131972,8406394,15458,78270
20180418,689913,58132,2990,3668,107.9,104.29,112.19,417.6301266,236,131972,8406394,15177,78938
20180419,689913,58132,2997,3674,107.9,104.29,112.19,417.6301266,236,131972,8406394,17301,78938
20180420,689913,58132,3003,3679,107.9,104.29,112.19,417.6301266,236,131972,8406394,17104,77791
20180423,689913,58132,3022,3701.666667,107.9,104.29,112.19,417.6301266,236,131972,8406394,17109,79426
20180424,689913,58132,3041,3724.333333,107.9,104.29,112.19,417.6301266,236,131972,8406394,16533,79761
20180425,689913,58132,3060,3747,107.9,104.29,112.19,417.6301266,236,131972,8406394,15422,79628
20180426,689913,58132,3058,3758,107.9,104.29,112.19,417.6301266,236,131972,8406394,17178,79628
20180427,689913,58132,3079,3757,107.9,104.29,112.19,417.6301266,236,131972,8406394,17254,79628
20180430,689913,58132,3099.333333,3784.333333,107.9,104.29,112.19,417.6301266,236,131972,8406394,16827,77672
20180501,689913,56534,3119.666667,3811.666667,108.8,104.34,110.2,414.9089672,236,113968,8406394,16071,78035
20180502,689913,56534,3140,3839,108.8,104.34,110.2,414.9089672,236,113968,8406394,14461,77262
20180503,689913,56534,3134,3854,108.8,104.34,110.2,414.9089672,236,113968,8406394,17476,78047
20180504,689913,56534,3155,3853,108.8,104.34,110.2,414.9089672,236,113968,8406394,17381,78858
20180508,689913,56534,3145.5,3837,108.8,104.34,110.2,414.9089672,236,113968,8406394,17038,77886
20180509,689913,56534,3136,3821,108.8,104.34,110.2,414.9089672,236,113968,8406394,15592,79064
20180510,689913,56534,3149,3835,108.8,104.34,110.2,414.9089672,236,113968,8406394,17962,79974
20180511,689913,56534,3163,3838,108.8,104.34,110.2,414.9089672,236,113968,8406394,17889,80441
20180514,689913,56534,3164,3840.666667,108.8,104.34,110.2,414.9089672,236,113968,8406394,17983,79492
20180515,689913,56534,3165,3843.333333,108.8,104.34,110.2,414.9089672,236,113968,8406394,17580,79373
20180516,689913,56534,3166,3846,108.8,104.34,110.2,414.9089672,236,113968,8406394,16767,79838
20180517,689913,56534,3184,3846,108.8,104.34,110.2,414.9089672,236,113968,8406394,18149,79492
20180518,689913,56534,3209,3858,108.8,104.34,110.2,414.9089672,236,113968,8406394,18150,78978
20180521,689913,56534,3202.333333,3861,108.8,104.34,110.2,414.9089672,236,113968,8406394,18019,80400
20180522,689913,56534,3195.666667,3864,108.8,104.34,110.2,414.9089672,236,113968,8406394,16733,79109
20180523,689913,56534,3189,3867,108.8,104.34,110.2,414.9089672,236,113968,8406394,15551,80222
20180524,689913,56534,3197,3879,108.8,104.34,110.2,414.9089672,236,113968,8406394,18071,79944
20180525,689913,56534,3195,3914,108.8,104.34,110.2,414.9089672,236,113968,8406394,18043,79750
20180528,689913,56534,3192,3934.333333,108.8,104.34,110.2,414.9089672,236,113968,8406394,18386,79657
20180529,689913,56534,3189,3954.666667,108.8,104.34,110.2,414.9089672,236,113968,8406394,17785,79874
20180530,689913,56534,3186,3975,108.8,104.34,110.2,414.9089672,236,113968,8406394,15710,81154
20180531,689913,56534,3190,3982,108.8,104.34,110.2,414.9089672,236,113968,8406394,18601,81154
